Nr okr.,TERYT,Gmina,L. obw.,Liczba wyborców,Otrzymane karty,Niewykorzystane karty,Wydane karty,Liczba wyborców głosujących przez pełnomocnika,Liczba wyborców głosujących na podstawie zaświadczenia,Pakiety wyborcze,Koperty zwrotne,Koperty  bez oświadczenia,Niepodpisane oświadczenie,Koperty zwrotne bez koperty na kartę do głosowania,Niezaklejona koperta na kartę do głosowania,Koperty na kartę do głosowania wrzucone do urny,Karty wyjęte z urny,Karty wyjęte z kopert na karty do głosowania,Karty nieważne,Karty ważne,Głosy nieważne,w tym: z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów z różnych list,w tym: z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata,"w tym: z powodu postawienia znaku „x” wyłącznie obok nazwiska kandydata z listy, której rejestracja została unieważniona",Głosy ważne,1 - Komitet Wyborczy Prawo i Sprawiedliwość,2 - Komitet Wyborczy Platforma Obywatelska RP,3 - Komitet Wyborczy Partia Razem,4 - Komitet Wyborczy KORWiN,5 - Komitet Wyborczy Polskie Stronnictwo Ludowe,6 - Koalicyjny Komitet Wyborczy Zjednoczona Lewica SLD+TR+PPS+UP+Zieloni,7 - Komitet Wyborczy Wyborców „Kukiz'15”,8 - Komitet Wyborczy Nowoczesna Ryszarda Petru,9 - Komitet Wyborczy Wyborców JOW Bezpartyjni,10 - Komitet Wyborczy Wyborców Zbigniewa Stonogi,11 - Komitet Wyborczy Wyborców  Ruch Społeczny Rzeczypospolitej Polskiej,12 - Komitet Wyborczy Wyborców Zjednoczeni dla Śląska,13 - Komitet Wyborczy Samoobrona,14 - Komitet Wyborczy Wyborców Grzegorza Brauna „Szczęść Boże!”,15 - Komitet Wyborczy Kongres Nowej Prawicy,16 - Komitet Wyborczy Wyborców Mniejszość Niemiecka,16 - Komitet Wyborczy Wyborców Obywatele do Parlamentu
20,141405,gm. Pomiechówek,8,7298,5604,1791,3813,1,48,0,0,0,0,0,0,0,3813,0,0,3813,107,74,24,0,3706,1572,831,160,190,208,232,286,210,,17.0,,,,,,,
20,141406,gm. Zakroczym,5,5116,3956,1903,2053,1,38,1,1,0,0,0,0,1,2051,1,0,2051,75,53,22,0,1976,855,492,82,73,119,113,128,100,,14.0,,,,,,,
18,141501,gm. Baranowo,6,5343,4097,2080,2017,0,6,1,1,0,0,0,0,1,2017,1,0,2017,81,49,29,0,1936,905,285,53,68,324,53,199,38,3.0,,5.0,,,3.0,,,
18,141502,gm. Czarnia,4,2012,1540,822,718,0,5,0,0,0,0,0,0,0,718,0,0,718,29,18,11,0,689,379,61,6,21,155,11,47,5,4.0,,0.0,,,0.0,,,
18,141503,gm. Czerwin,7,4182,3199,1370,1829,2,5,0,0,0,0,0,0,0,1826,0,0,1826,61,42,19,0,1765,1034,97,23,40,373,33,125,30,3.0,,3.0,,,4.0,,,
18,141504,gm. Goworowo,8,6938,5300,2689,2611,3,15,0,0,0,0,0,0,0,2611,0,0,2611,129,96,33,0,2482,1355,211,51,88,391,73,247,53,6.0,,2.0,,,5.0,,,
18,141505,gm. Kadzidło,15,8847,6743,2965,3778,0,12,0,0,0,0,0,0,0,3778,0,0,3778,136,94,40,0,3642,1869,411,82,220,413,88,432,100,9.0,,6.0,,,12.0,,,
18,141506,gm. Lelis,8,7183,5469,2046,3423,0,6,0,0,0,0,0,0,0,3423,0,0,3423,140,86,54,0,3283,1873,393,84,110,299,81,325,81,12.0,,7.0,,,18.0,,,
18,141507,gm. Łyse,8,6500,4990,2684,2306,0,9,0,0,0,0,0,0,0,2306,0,0,2306,81,37,44,0,2225,1059,263,51,102,427,41,210,54,11.0,,2.0,,,5.0,,,
18,141508,gm. Myszyniec,14,8267,6329,2998,3331,4,15,0,0,0,0,0,0,0,3331,0,0,3331,189,127,62,0,3142,1813,274,70,99,429,71,279,86,10.0,,4.0,,,7.0,,,
18,141509,gm. Olszewo-Borki,7,8033,6150,2342,3808,1,13,5,5,0,0,0,0,5,3813,5,0,3813,94,63,31,0,3719,2065,424,94,189,279,136,389,124,8.0,,4.0,,,7.0,,,
18,141510,gm. Rzekuń,7,8721,6784,2571,4213,2,19,1,1,0,0,0,0,1,4214,1,0,4214,134,100,34,0,4080,2179,584,81,197,273,141,428,179,7.0,,3.0,,,8.0,,,
18,141511,gm. Troszyn,6,3899,2999,1198,1801,0,10,0,0,0,0,0,0,0,1801,0,0,1801,59,36,23,0,1742,1100,114,30,51,252,43,112,35,4.0,,0.0,,,1.0,,,
18,141601,m. Ostrów Mazowiecka,13,18338,14007,5058,8949,9,31,6,6,0,0,0,0,6,8953,6,0,8953,155,113,35,0,8798,4430,1290,244,468,725,472,638,478,25.0,,8.0,,,20.0,,,
18,141602,gm. Andrzejewo,4,3506,2690,947,1743,2,6,2,2,0,0,0,0,2,1745,2,0,1745,33,23,8,0,1712,1198,58,17,48,209,27,121,25,4.0,,1.0,,,4.0,,,
18,141603,gm. Boguty-Pianki,5,2207,1720,561,1159,2,7,0,0,0,0,0,0,0,1159,0,0,1159,18,10,8,0,1141,900,45,13,21,76,20,52,8,0.0,,2.0,,,4.0,,,
18,141604,gm. Brok,3,2343,1789,646,1143,7,10,3,3,0,0,0,0,3,1146,3,0,1146,38,28,9,0,1108,606,188,18,40,105,44,45,43,12.0,,1.0,,,6.0,,,
18,141605,gm. Małkinia Górna,13,9680,7423,2908,4515,5,32,4,4,0,0,0,0,4,4518,4,0,4518,149,107,41,0,4369,2647,423,99,135,444,147,320,127,11.0,,6.0,,,10.0,,,
18,141606,gm. Nur,4,2488,1910,705,1205,1,8,0,0,0,0,0,0,0,1205,0,0,1205,30,15,13,0,1175,878,68,21,17,88,23,61,14,2.0,,0.0,,,3.0,,,
18,141607,gm. Ostrów Mazowiecka,15,10106,7693,3379,4314,6,23,0,0,0,0,0,0,0,4312,0,0,4312,104,63,37,0,4208,2524,338,112,124,555,115,304,108,18.0,,0.0,,,10.0,,,
18,141608,gm. Stary Lubotyń,6,3025,2330,971,1359,0,4,1,1,1,0,0,0,0,1359,0,0,1359,55,32,23,0,1304,932,52,24,22,188,7,60,16,2.0,,1.0,,,0.0,,,
18,141609,gm. Szulborze Wielkie,2,1480,1130,416,714,1,4,0,0,0,0,0,0,0,714,0,0,714,23,14,9,0,691,367,40,17,21,198,10,28,7,3.0,,0.0,,,0.0,,,
18,141610,gm. Wąsewo,4,3561,2750,922,1828,15,9,10,10,0,1,0,0,9,1837,9,0,1837,59,40,13,0,1778,629,43,21,38,914,44,70,15,1.0,,1.0,,,2.0,,,
18,141611,gm. Zaręby Kościelne,3,3033,2279,860,1419,1,12,0,0,0,0,0,0,0,1419,0,0,1419,34,23,9,0,1385,936,58,12,24,191,44,74,37,7.0,,0.0,,,2.0,,,
20,141701,m. Józefów,9,14939,11382,1203,10179,19,127,7,7,0,0,0,0,7,10183,7,0,10183,150,95,53,0,10033,3704,2674,380,666,276,473,695,1104,,61.0,,,,,,,
20,141702,m. Otwock,30,35630,27646,5799,21845,13,177,11,11,0,0,0,0,11,21851,11,2,21849,357,228,110,0,21492,8810,5156,837,1011,551,1262,1723,1996,,146.0,,,,,,,
20,141703,gm. Celestynów,9,9247,7106,1428,5678,0,19,0,0,0,0,0,0,0,5673,0,0,5673,170,110,47,0,5503,2851,756,153,208,508,245,419,332,,31.0,,,,,,,
20,141704,gm. Karczew,8,12718,9758,2360,7398,2,21,0,0,0,0,0,0,0,7396,0,0,7396,158,102,55,0,7238,3412,1274,253,259,602,329,553,503,,53.0,,,,,,,
20,141705,gm. Kołbiel,7,6517,5004,1587,3417,0,14,0,0,0,0,0,0,0,3417,0,0,3417,99,70,27,0,3318,1719,382,150,100,303,136,361,144,,23.0,,,,,,,
20,141706,gm. Osieck,4,2874,2236,691,1545,1,16,0,0,0,0,0,0,0,1545,0,2,1543,39,28,9,0,1504,918,145,41,48,102,49,140,49,,12.0,,,,,,,
20,141707,gm. Sobienie-Jeziory,5,5147,3959,1323,2635,0,31,0,0,0,0,0,0,0,2636,0,2,2634,51,27,18,0,2583,1208,299,85,68,466,115,214,108,,20.0,,,,,,,
20,141708,gm. Wiązowna,9,9271,7100,1320,5779,0,68,0,0,0,0,0,0,0,5779,0,0,5779,147,83,43,0,5632,2377,1278,209,249,243,251,445,531,,49.0,,,,,,,
20,141801,gm. Góra Kalwaria,17,20524,15765,4856,10909,1,85,4,4,0,0,0,0,4,10909,4,0,10909,301,218,63,0,10608,4062,2320,403,514,690,739,931,863,,86.0,,,,,,,
20,141802,gm. Konstancin-Jeziorna,21,20151,15726,3243,12483,9,198,22,21,0,0,0,0,21,12503,21,0,12503,210,126,77,0,12293,4249,3665,424,533,359,760,733,1491,,79.0,,,,,,,
20,141803,gm. Lesznowola,14,16822,13211,1812,11400,10,154,14,14,3,0,0,0,11,11409,11,2,11407,139,86,39,0,11268,3313,3241,391,562,620,565,710,1787,,79.0,,,,,,,
20,141804,gm. Piaseczno,45,56450,43406,6152,37253,11,578,55,54,3,0,1,0,50,37292,50,5,37287,462,304,157,0,36825,10759,10655,1467,1673,1483,2285,2311,6002,,190.0,,,,,,,
20,141805,gm. Prażmów,6,8041,6108,1669,4439,1,49,6,6,0,0,0,0,6,4445,6,0,4445,123,82,41,0,4322,1697,905,197,209,204,224,366,498,,22.0,,,,,,,
20,141806,gm. Tarczyn,9,8846,6796,1983,4813,2,47,1,1,0,0,0,0,1,4814,1,0,4814,131,81,38,0,4683,2226,904,173,191,245,275,341,290,,38.0,,,,,,,
16,141901,gm. Bielsk,7,7172,5464,2200,3264,6,5,1,1,0,0,0,0,1,3263,1,0,3263,167,137,30,0,3096,1344,231,81,99,819,153,224,145,,,,,,,,,
16,141902,gm. Bodzanów,9,6732,5176,2240,2936,0,9,0,0,0,0,0,0,0,2936,0,0,2936,129,95,34,0,2807,1450,278,81,71,515,153,170,89,,,,,,,,,
16,141903,gm. Brudzeń Duży,9,6483,4950,2191,2759,0,9,0,0,0,0,0,0,0,2759,0,0,2759,108,70,36,0,2651,1367,311,85,119,315,123,233,98,,,,,,,,,
16,141904,gm. Bulkowo,6,4632,3540,1691,1849,0,3,0,0,0,0,0,0,0,1848,0,0,1848,102,71,26,0,1746,861,126,45,61,397,80,135,41,,,,,,,,,
16,141905,gm. Drobin,6,6429,4880,2391,2489,1,4,0,0,0,0,0,0,0,2488,0,1,2487,150,126,24,0,2337,1019,171,63,71,466,356,155,36,,,,,,,,,
16,141906,gm. Gąbin,10,9037,6849,2546,4303,2,12,1,1,0,0,0,0,1,4302,1,0,4302,175,133,41,0,4127,2141,470,124,170,520,209,347,146,,,,,,,,,
16,141907,gm. Łąck,6,4308,3290,1204,2086,3,18,2,2,0,0,0,0,2,2088,2,0,2088,91,68,23,0,1997,846,248,64,63,364,115,181,116,,,,,,,,,
16,141908,gm. Mała Wieś,6,5056,3844,1892,1952,5,9,0,0,0,0,0,0,0,1952,0,0,1952,85,60,25,0,1867,858,175,51,50,387,94,194,58,,,,,,,,,
16,141909,gm. Nowy Duninów,5,3246,2480,1057,1423,0,10,0,0,0,0,0,0,0,1422,0,0,1422,83,67,15,0,1339,646,128,34,55,268,74,93,41,,,,,,,,,
16,141910,gm. Radzanowo,6,6466,4859,1780,3079,1,11,0,0,0,0,0,0,0,3077,0,0,3077,99,78,21,0,2978,1154,356,92,114,746,171,217,128,,,,,,,,,
16,141911,gm. Słubice,6,3691,2810,1173,1637,2,6,0,0,0,0,0,0,0,1636,0,0,1636,98,71,23,0,1538,770,90,40,30,253,251,76,28,,,,,,,,,
16,141912,gm. Słupno,9,5617,4305,1122,3183,0,14,1,1,0,0,0,0,1,3181,1,0,3181,64,43,21,0,3117,1090,635,143,160,349,238,221,281,,,,,,,,,
16,141913,gm. Stara Biała,8,8826,6736,2246,4490,1,14,2,1,0,0,0,0,1,4488,1,0,4488,141,104,35,0,4347,1982,595,152,167,466,277,449,259,,,,,,,,,
16,141914,gm. Staroźreby,9,5900,4530,2147,2383,0,11,0,0,0,0,0,0,0,2383,0,0,2383,115,82,29,0,2268,1082,201,64,72,438,133,214,64,,,,,,,,,
16,141915,gm. Wyszogród,7,4688,3602,1786,1816,1,9,5,5,0,0,0,0,5,1821,5,1,1820,66,40,26,0,1754,693,172,46,69,380,121,187,86,,,,,,,,,
16,142001,m. Płońsk,20,17789,13987,5284,8703,4,48,4,4,0,0,0,0,4,8705,4,0,8705,219,151,65,0,8486,3139,1757,334,421,621,836,755,623,,,,,,,,,
16,142002,m. Raciąż,3,3697,2839,1209,1630,5,5,0,0,0,0,0,0,0,1630,0,0,1630,68,43,25,0,1562,710,307,44,77,69,154,142,59,,,,,,,,,
16,142003,gm. Baboszewo,6,6398,4850,2296,2554,6,18,3,3,0,0,0,0,3,2557,3,0,2557,93,74,17,0,2464,1312,291,98,87,251,156,169,100,,,,,,,,,
16,142004,gm. Czerwińsk nad Wisłą,5,6292,4740,2660,2080,0,20,1,1,0,0,0,0,1,2081,1,0,2081,82,58,21,0,1999,1021,216,50,50,357,95,148,62,,,,,,,,,
16,142005,gm. Dzierzążnia,3,3105,2360,1128,1232,1,4,0,0,0,0,0,0,0,1232,0,0,1232,46,31,15,0,1186,584,104,35,40,216,72,103,32,,,,,,,,,
16,142006,gm. Joniec,4,2200,1670,705,965,1,30,1,1,0,0,0,0,1,966,1,0,966,49,30,17,0,917,397,161,23,47,105,64,70,50,,,,,,,,,
16,142007,gm. Naruszewo,5,5216,3940,2266,1674,0,7,0,0,0,0,0,0,0,1672,0,0,1672,88,55,30,0,1584,719,169,60,77,197,128,149,85,,,,,,,,,
16,142008,gm. Nowe Miasto,4,3860,2910,1324,1586,1,25,1,1,0,0,0,0,1,1584,1,0,1584,90,64,19,0,1494,712,235,42,37,170,94,141,63,,,,,,,,,
16,142009,gm. Płońsk,9,6135,4650,2174,2476,0,11,0,0,0,0,0,0,0,2476,0,0,2476,84,63,21,0,2392,941,285,66,94,539,134,226,107,,,,,,,,,
16,142010,gm. Raciąż,6,7122,5500,2926,2574,0,16,0,0,0,0,0,0,0,2574,0,0,2574,174,115,56,0,2400,1379,204,54,76,317,134,197,39,,,,,,,,,
16,142011,gm. Sochocin,4,4801,3650,1686,1964,1,17,1,1,0,0,0,0,1,1965,1,0,1965,62,46,16,0,1903,890,259,70,79,251,116,164,74,,,,,,,,,
16,142012,gm. Załuski,5,4524,3440,1797,1643,0,30,0,0,0,0,0,0,0,1643,0,0,1643,90,69,16,0,1553,716,137,48,41,224,68,119,200,,,,,,,,,
20,142101,m. Piastów,10,18193,14058,2297,11761,3,135,4,4,1,0,0,0,3,11756,3,1,11755,166,108,55,0,11589,4494,3042,468,564,224,677,838,1201,,81.0,,,,,,,
20,142102,m. Pruszków,30,46692,35931,7268,28664,20,274,9,8,0,0,0,0,8,28655,8,0,28655,384,277,98,0,28271,9759,7799,1316,1445,489,2059,2054,3155,,195.0,,,,,,,
20,142103,gm. Brwinów,16,19566,14988,2481,12507,5,126,16,16,1,0,0,0,15,12515,15,0,12515,163,105,53,0,12352,4113,3443,560,646,292,724,847,1647,,80.0,,,,,,,
20,142104,gm. Michałowice,11,13191,10315,843,9473,6,72,10,10,0,0,0,0,10,9474,10,0,9474,113,62,42,0,9361,2933,2940,375,470,164,516,511,1401,,51.0,,,,,,,
20,142105,gm. Nadarzyn,5,9934,7619,1280,6339,2,61,10,10,0,0,0,0,10,6348,10,0,6348,132,106,26,0,6216,1998,1556,223,278,591,304,394,823,,49.0,,,,,,,
20,142106,gm. Raszyn,13,16547,12658,2057,10601,7,93,9,9,0,0,0,0,9,10605,9,2,10603,186,115,50,0,10417,4520,2345,325,521,409,455,709,1042,,91.0,,,,,,,
16,142201,m. Przasnysz,15,13788,10718,3771,6947,2,35,0,0,0,0,0,0,0,6945,0,0,6945,172,133,33,0,6773,3076,1473,172,235,326,569,621,301,,,,,,,,,
16,142202,gm. Chorzele,13,7987,6130,3125,3005,5,18,0,0,0,0,0,0,0,3004,0,0,3004,141,98,42,0,2863,1531,369,58,112,386,101,218,88,,,,,,,,,
16,142203,gm. Czernice Borowe,4,3121,2390,1029,1361,1,1,0,0,0,0,0,0,0,1361,0,0,1361,52,38,14,0,1309,763,91,21,24,233,52,108,17,,,,,,,,,
16,142204,gm. Jednorożec,10,5645,4333,2343,1990,0,21,0,0,0,0,0,0,0,1990,0,0,1990,106,82,19,0,1884,864,220,54,77,296,63,200,110,,,,,,,,,
16,142205,gm. Krasne,3,3056,2320,1136,1184,0,7,0,0,0,0,0,0,0,1184,0,0,1184,67,43,23,0,1117,630,99,23,38,195,44,71,17,,,,,,,,,
16,142206,gm. Krzynowłoga Mała,7,2859,2190,891,1299,0,11,0,0,0,0,0,0,0,1299,0,0,1299,43,24,14,0,1256,811,42,35,69,146,42,91,20,,,,,,,,,
16,142207,gm. Przasnysz,9,5779,4409,1980,2429,2,8,0,0,0,0,0,0,0,2429,0,0,2429,90,63,25,0,2339,1398,248,34,76,238,96,206,43,,,,,,,,,
17,142301,gm. Borkowice,5,3681,2830,1235,1595,6,13,0,0,0,0,0,0,0,1595,0,0,1595,63,50,13,0,1532,597,115,24,41,527,96,84,39,,6.0,,,,,3.0,,
17,142302,gm. Gielniów,4,3861,2790,1001,1789,5,17,0,0,0,0,0,0,0,1788,0,0,1788,90,70,16,0,1698,934,91,21,75,419,46,78,25,,7.0,,,,,2.0,,
17,142303,gm. Klwów,4,2832,2149,358,1791,3,6,2,2,0,0,0,0,2,1793,2,0,1793,82,33,48,0,1711,636,28,15,61,846,12,63,14,,34.0,,,,,2.0,,
17,142304,gm. Odrzywół,4,3314,2520,708,1812,10,22,0,0,0,0,0,0,0,1812,0,0,1812,64,44,20,0,1748,1161,68,11,41,352,14,62,30,,7.0,,,,,2.0,,
17,142305,gm. Potworów,4,3430,2590,1065,1525,0,19,0,0,0,0,0,0,0,1524,0,0,1524,71,47,24,0,1453,724,79,19,46,372,25,78,27,,77.0,,,,,6.0,,
17,142306,gm. Przysucha,8,10234,7900,2740,5160,8,38,0,0,0,0,0,0,0,5159,0,0,5159,145,94,48,0,5014,2410,539,115,217,914,228,389,171,,26.0,,,,,5.0,,
17,142307,gm. Rusinów,4,3592,2708,907,1801,0,8,1,1,0,0,0,0,1,1802,1,0,1802,60,41,19,0,1742,888,53,12,91,593,14,68,16,,4.0,,,,,3.0,,
17,142308,gm. Wieniawa,4,4410,3380,1314,2066,6,14,0,0,0,0,0,0,0,2065,0,0,2065,91,81,10,0,1974,1052,179,40,68,437,29,106,42,,17.0,,,,,4.0,,
18,142401,gm. Gzy,6,3209,2455,914,1541,5,10,0,0,0,0,0,0,0,1540,0,0,1540,56,36,18,0,1484,779,65,21,35,466,33,70,10,2.0,,2.0,,,1.0,,,
18,142402,gm. Obryte,7,3966,3095,922,2173,0,16,0,0,0,0,0,0,0,2173,0,0,2173,121,77,41,0,2052,1148,114,44,55,485,39,118,35,4.0,,5.0,,,5.0,,,
18,142403,gm. Pokrzywnica,5,3980,3020,1176,1844,7,23,0,0,0,0,0,0,0,1844,0,0,1844,88,52,33,0,1756,837,141,45,48,441,42,144,48,6.0,,0.0,,,4.0,,,
18,142404,gm. Pułtusk,23,19165,14586,4684,9903,10,90,4,2,0,0,0,0,2,9903,2,0,9903,251,185,51,0,9652,3866,1146,225,317,2332,560,796,382,9.0,,7.0,,,12.0,,,
18,142405,gm. Świercze,5,3815,2900,1428,1472,4,3,0,0,0,0,0,0,0,1472,0,0,1472,72,55,16,0,1400,730,146,38,42,232,56,95,51,6.0,,2.0,,,2.0,,,
18,142406,gm. Winnica,4,3245,2530,673,1857,8,17,0,0,0,0,0,0,0,1857,0,0,1857,46,34,12,0,1811,860,93,38,54,613,39,88,18,6.0,,1.0,,,1.0,,,
18,142407,gm. Zatory,6,3900,2959,1060,1899,3,27,0,0,0,0,0,0,0,1899,0,0,1899,92,68,24,0,1807,1029,130,45,51,359,50,84,48,1.0,,4.0,,,6.0,,,
17,142501,m. Pionki,17,15611,12106,4680,7426,2,38,1,1,0,0,0,0,1,7425,1,2,7423,196,145,50,0,7227,3101,1460,235,310,255,677,570,536,,53.0,,,,,30.0,,
17,142502,gm. Gózd,6,6749,5120,1711,3409,1,11,1,1,0,0,0,0,1,3409,1,0,3409,125,86,38,0,3284,2221,260,57,92,186,62,223,128,,44.0,,,,,11.0,,
17,142503,gm. Iłża,17,12515,9599,4490,5109,3,25,0,0,0,0,0,0,0,5108,0,0,5108,157,118,36,0,4951,2325,552,140,152,898,260,423,149,,35.0,,,,,17.0,,
17,142504,gm. Jastrzębia,7,5456,4130,1557,2572,3,13,0,0,0,0,0,0,0,2572,0,0,2572,90,66,20,0,2482,1311,295,52,103,328,68,197,95,,24.0,,,,,9.0,,
17,142505,gm. Jedlińsk,9,10836,8207,3204,5003,7,15,3,3,0,0,0,0,3,5006,3,0,5006,197,132,55,0,4809,2811,564,110,156,400,146,398,152,,56.0,,,,,16.0,,
17,142506,gm. Jedlnia-Letnisko,7,9930,7560,2353,5207,1,25,0,0,0,0,0,0,0,5205,0,0,5205,129,90,36,0,5076,2728,793,139,196,160,208,444,362,,34.0,,,,,12.0,,
17,142507,gm. Kowala,7,9086,6890,2017,4873,2,14,0,0,0,0,0,0,0,4873,0,0,4873,180,137,39,0,4693,2540,672,124,199,224,146,494,230,,44.0,,,,,20.0,,
17,142508,gm. Pionki,9,8181,6264,2690,3574,2,18,0,0,0,0,0,0,0,3574,0,0,3574,118,89,25,0,3456,1953,473,104,118,204,179,293,97,,26.0,,,,,9.0,,
17,142509,gm. Przytyk,5,5687,4300,1588,2712,1,13,0,0,0,0,0,0,0,2712,0,0,2712,109,86,23,0,2603,1400,303,52,148,379,49,197,36,,37.0,,,,,2.0,,
17,142510,gm. Skaryszew,9,11037,8408,2983,5425,6,16,1,1,0,0,0,0,1,5422,1,0,5422,162,115,46,0,5260,3250,593,96,144,507,89,412,129,,32.0,,,,,8.0,,
17,142511,gm. Wierzbica,7,7873,6000,2505,3495,1,9,0,0,0,0,0,0,0,3494,0,0,3494,144,104,40,0,3350,1814,385,101,155,229,127,401,95,,27.0,,,,,16.0,,
17,142512,gm. Wolanów,6,6736,5110,1819,3290,1,13,1,1,0,0,0,0,1,3290,1,1,3289,128,106,22,0,3161,1761,326,48,117,331,70,339,138,,22.0,,,,,9.0,,
17,142513,gm. Zakrzew,8,9658,7308,2082,5226,1,11,1,1,0,0,0,0,1,5227,1,0,5227,198,150,44,0,5029,2928,755,95,159,321,99,408,209,,38.0,,,,,17.0,,
18,142601,gm. Domanice,3,2105,1600,565,1035,1,3,0,0,0,0,0,0,0,1035,0,0,1035,31,17,11,0,1004,626,61,13,48,102,28,98,21,3.0,,0.0,,,4.0,,,
18,142602,gm. Korczew,4,2340,1780,794,986,1,12,0,0,0,0,0,0,0,986,0,0,986,38,28,10,0,948,461,100,20,22,206,36,79,18,3.0,,0.0,,,3.0,,,
18,142603,gm. Kotuń,7,6836,5180,2089,3091,0,20,0,0,0,0,0,0,0,3091,0,0,3091,109,74,27,0,2982,1499,373,76,190,211,138,307,156,7.0,,7.0,,,18.0,,,
18,142604,gm. Mokobody,4,4102,3110,1080,2030,0,6,1,0,0,0,0,0,0,2030,0,0,2030,76,51,21,0,1954,1102,154,32,156,282,59,100,38,9.0,,3.0,,,19.0,,,
18,142605,gm. Mordy,6,4953,3760,1516,2244,1,12,0,0,0,0,0,0,0,2244,0,0,2244,57,45,12,0,2187,1124,192,66,124,325,71,198,72,8.0,,3.0,,,4.0,,,
18,142606,gm. Paprotnia,4,2171,1657,394,1263,4,3,0,0,0,0,0,0,0,1263,0,0,1263,44,31,13,0,1219,739,30,16,31,299,21,63,17,0.0,,0.0,,,3.0,,,
18,142607,gm. Przesmyki,5,2819,2160,873,1287,0,5,0,0,0,0,0,0,0,1287,0,0,1287,51,28,17,0,1236,660,67,14,52,314,31,79,12,1.0,,1.0,,,5.0,,,
18,142608,gm. Siedlce,8,13665,10350,3171,7179,0,33,2,2,0,0,0,0,2,7180,2,0,7180,150,99,47,0,7030,3527,783,196,450,648,260,651,448,26.0,,7.0,,,34.0,,,
18,142609,gm. Skórzec,6,5984,4550,1759,2791,7,8,1,1,0,0,0,0,1,2792,1,0,2792,66,48,18,0,2726,1600,179,54,137,336,53,260,82,5.0,,3.0,,,17.0,,,
18,142610,gm. Suchożebry,4,3757,2860,1056,1804,0,4,0,0,0,0,0,0,0,1804,0,0,1804,76,47,21,0,1728,911,146,32,77,248,69,177,58,3.0,,2.0,,,5.0,,,
18,142611,gm. Wiśniew,5,4570,3490,919,2571,2,2,0,0,0,0,0,0,0,2571,0,0,2571,66,44,22,0,2505,1521,102,47,116,329,53,259,57,7.0,,5.0,,,9.0,,,
18,142612,gm. Wodynie,6,3695,2830,1149,1681,3,5,0,0,0,0,0,0,0,1681,0,0,1681,51,37,14,0,1630,978,100,15,64,216,25,188,38,4.0,,1.0,,,1.0,,,
18,142613,gm. Zbuczyn,9,7933,6029,1667,4362,2,13,1,1,0,0,0,0,1,4363,1,0,4363,128,81,43,0,4235,2766,189,71,158,479,74,348,101,13.0,,8.0,,,28.0,,,
16,142701,m. Sierpc,16,14842,11447,4378,7069,5,33,0,0,0,0,0,0,0,7068,0,0,7068,186,147,35,0,6882,2845,1240,271,303,503,793,485,442,,,,,,,,,
16,142702,gm. Gozdowo,6,4822,3640,1779,1861,9,1,0,0,0,0,0,0,0,1861,0,0,1861,83,52,31,0,1778,850,157,61,48,300,155,157,50,,,,,,,,,
16,142703,gm. Mochowo,6,4914,3740,1784,1956,3,6,0,0,0,0,0,0,0,1956,0,0,1956,134,87,47,0,1822,908,114,63,104,331,107,135,60,,,,,,,,,
16,142704,gm. Rościszewo,5,3438,2620,1251,1369,1,2,0,0,0,0,0,0,0,1369,0,0,1369,66,48,18,0,1303,754,72,38,38,184,98,87,32,,,,,,,,,
16,142705,gm. Sierpc,6,5530,4190,2057,2133,0,6,0,0,0,0,0,0,0,2133,0,1,2132,102,70,32,0,2030,992,213,42,81,329,134,154,85,,,,,,,,,
16,142706,gm. Szczutowo,6,3550,2704,1377,1327,3,16,1,1,0,0,0,0,1,1328,1,0,1328,64,43,20,0,1264,695,134,43,40,149,77,88,38,,,,,,,,,
16,142707,gm. Zawidz,5,5502,4180,1843,2337,10,8,0,0,0,0,0,0,0,2337,0,0,2337,116,80,33,0,2221,1193,176,64,68,381,164,128,47,,,,,,,,,
16,142801,m. Sochaczew,24,29782,22525,7287,15238,9,85,11,11,0,0,0,0,11,15245,11,0,15245,253,188,61,0,14992,5975,2790,626,658,1426,1180,1198,1139,,,,,,,,,
16,142802,gm. Brochów,4,3520,2649,1161,1488,3,17,0,0,0,0,0,0,0,1488,0,0,1488,59,41,18,0,1429,742,161,56,45,169,69,110,77,,,,,,,,,
16,142803,gm. Iłów,6,4945,3790,1447,2343,0,7,0,0,0,0,0,0,0,2343,0,0,2343,73,51,21,0,2270,1211,146,43,64,474,79,202,51,,,,,,,,,
16,142804,gm. Młodzieszyn,6,4483,3405,1494,1911,0,14,0,0,0,0,0,0,0,1911,0,0,1911,53,39,14,0,1858,985,144,48,77,374,65,111,54,,,,,,,,,
16,142805,gm. Nowa Sucha,5,5182,3910,1473,2437,1,10,2,2,0,0,0,0,2,2439,2,1,2438,57,34,23,0,2381,1186,246,98,107,366,97,172,109,,,,,,,,,
16,142806,gm. Rybno,4,2758,2119,840,1279,2,3,0,0,0,0,0,0,0,1279,0,0,1279,40,25,15,0,1239,632,63,31,48,310,50,86,19,,,,,,,,,
16,142807,gm. Sochaczew,8,8026,6080,2178,3902,6,11,2,2,0,0,0,0,2,3904,2,0,3904,113,81,28,0,3791,1758,423,117,149,666,155,286,237,,,,,,,,,
