Nr okr.,TERYT,Gmina,L. obw.,Liczba wyborców,Otrzymane karty,Niewykorzystane karty,Wydane karty,Liczba wyborców głosujących przez pełnomocnika,Liczba wyborców głosujących na podstawie zaświadczenia,Pakiety wyborcze,Koperty zwrotne,Koperty  bez oświadczenia,Niepodpisane oświadczenie,Koperty zwrotne bez koperty na kartę do głosowania,Niezaklejona koperta na kartę do głosowania,Koperty na kartę do głosowania wrzucone do urny,Karty wyjęte z urny,Karty wyjęte z kopert na karty do głosowania,Karty nieważne,Karty ważne,Głosy nieważne,w tym: z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów z różnych list,w tym: z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata,"w tym: z powodu postawienia znaku „x” wyłącznie obok nazwiska kandydata z listy, której rejestracja została unieważniona",Głosy ważne,1 - Komitet Wyborczy Prawo i Sprawiedliwość,2 - Komitet Wyborczy Platforma Obywatelska RP,3 - Komitet Wyborczy Partia Razem,4 - Komitet Wyborczy KORWiN,5 - Komitet Wyborczy Polskie Stronnictwo Ludowe,6 - Koalicyjny Komitet Wyborczy Zjednoczona Lewica SLD+TR+PPS+UP+Zieloni,7 - Komitet Wyborczy Wyborców „Kukiz'15”,8 - Komitet Wyborczy Nowoczesna Ryszarda Petru,9 - Komitet Wyborczy Wyborców JOW Bezpartyjni,10 - Komitet Wyborczy Wyborców Zbigniewa Stonogi,11 - Komitet Wyborczy Wyborców  Ruch Społeczny Rzeczypospolitej Polskiej,12 - Komitet Wyborczy Wyborców Zjednoczeni dla Śląska,13 - Komitet Wyborczy Samoobrona,14 - Komitet Wyborczy Wyborców Grzegorza Brauna „Szczęść Boże!”,15 - Komitet Wyborczy Kongres Nowej Prawicy,16 - Komitet Wyborczy Wyborców Mniejszość Niemiecka,16 - Komitet Wyborczy Wyborców Obywatele do Parlamentu
3,22203,gm. Wołów,16,19544,15246,6589,8657,1,40,3,3,0,0,0,0,3,8660,3,0,8660,331,218,110,0,8329,3041,2478,279,323,254,594,784,517,,40.0,,,,19.0,,,
3,22301,gm. Czernica,7,10278,7702,1352,6349,8,56,5,5,0,0,0,0,5,6354,5,0,6354,105,61,42,0,6249,1974,1920,205,341,170,296,486,812,,33.0,,,,12.0,,,
3,22302,gm. Długołęka,19,21625,16251,3936,12314,7,124,11,11,1,0,0,0,10,12325,10,1,12324,293,181,91,0,12031,4067,3317,477,607,314,509,1069,1553,,95.0,,,,23.0,,,
3,22303,gm. Jordanów Śląski,2,2568,1898,747,1151,2,15,0,0,0,0,0,0,0,1151,0,0,1151,58,43,10,0,1093,447,243,39,40,64,41,145,65,,6.0,,,,3.0,,,
3,22304,gm. Kąty Wrocławskie,11,16877,12899,3886,9013,4,44,7,7,2,0,0,0,5,9017,5,0,9017,199,129,70,0,8818,2810,2316,306,370,566,382,940,1066,,42.0,,,,20.0,,,
3,22305,gm. Kobierzyce,12,13794,10646,3084,7562,0,121,9,8,0,0,0,0,8,7569,8,2,7567,189,132,43,0,7378,2031,2204,284,395,204,359,682,1155,,44.0,,,,20.0,,,
3,22306,gm. Mietków,4,3179,2408,942,1466,0,14,0,0,0,0,0,0,0,1466,0,0,1466,48,33,15,0,1418,498,350,42,54,109,102,160,93,,6.0,,,,4.0,,,
3,22307,gm. Sobótka,6,10368,7798,3003,4795,2,41,4,4,0,0,0,0,4,4799,4,1,4798,159,108,51,0,4639,1607,1307,177,246,155,278,462,346,,54.0,,,,7.0,,,
3,22308,gm. Siechnice,17,14805,11355,2534,8821,3,115,0,0,0,0,0,0,0,8820,0,1,8819,148,105,36,0,8671,2628,2349,354,500,423,429,837,1083,,51.0,,,,17.0,,,
3,22309,gm. Żórawina,7,7963,5950,1989,3961,0,51,3,3,0,0,0,0,3,3963,3,0,3963,137,107,30,0,3826,1198,1009,158,164,203,169,422,465,,23.0,,,,15.0,,,
2,22401,gm. Bardo,4,4415,3330,1408,1922,0,19,0,0,0,0,0,0,0,1922,0,0,1922,67,52,15,0,1855,629,485,79,57,91,179,223,98,14.0,,,,,,,,
2,22402,gm. Ciepłowody,3,2550,1900,998,902,1,7,0,0,0,0,0,0,0,902,0,0,902,24,15,8,0,878,315,245,22,25,79,27,118,34,13.0,,,,,,,,
2,22403,gm. Kamieniec Ząbkowicki,10,6844,5250,2318,2932,1,17,0,0,0,0,0,0,0,2932,0,0,2932,188,92,35,0,2744,981,671,82,96,111,256,318,196,33.0,,,,,,,,
2,22404,gm. Stoszowice,5,4460,3410,1654,1756,1,7,2,2,0,0,0,0,2,1758,2,0,1758,64,47,13,0,1694,569,374,57,48,295,107,121,76,47.0,,,,,,,,
2,22405,gm. Ząbkowice Śląskie,23,18174,13925,5559,8366,23,51,3,3,0,0,0,0,3,8369,3,0,8369,261,175,64,0,8108,2747,2514,241,225,419,567,802,505,88.0,,,,,,,,
2,22406,gm. Ziębice,22,14389,11092,5419,5673,1,29,3,2,0,0,0,0,2,5675,2,0,5675,206,157,39,0,5469,1997,1883,153,167,276,301,419,238,35.0,,,,,,,,
2,22407,gm. Złoty Stok,7,3808,2939,1446,1493,1,6,2,2,0,0,0,0,2,1495,2,0,1495,46,34,12,0,1449,499,479,54,61,45,107,124,73,7.0,,,,,,,,
1,22501,m. Zawidów,2,3411,2620,1152,1468,0,6,0,0,0,0,0,0,0,1468,0,0,1468,68,61,7,0,1400,523,342,65,33,19,159,173,86,,,,,,,,,
1,22502,m. Zgorzelec,24,25747,19841,7133,12708,5,101,8,8,0,0,0,0,8,12711,8,0,12711,267,189,71,0,12444,4032,3266,425,460,143,1995,1373,750,,,,,,,,,
1,22503,gm. Bogatynia,23,19161,14862,6487,8375,3,31,6,6,0,0,0,0,6,8381,6,0,8381,309,237,71,0,8072,3422,1571,397,354,268,826,796,438,,,,,,,,,
1,22504,gm. Pieńsk,10,7320,5580,2971,2609,0,10,0,0,0,0,0,0,0,2609,0,0,2609,140,113,25,0,2469,762,681,128,161,50,268,283,136,,,,,,,,,
1,22505,gm. Sulików,5,4871,3721,1693,2028,2,12,0,0,0,0,0,0,0,2028,0,0,2028,86,63,20,0,1942,877,386,65,66,74,159,253,62,,,,,,,,,
1,22506,gm. Węgliniec,8,6919,5299,2574,2725,3,13,0,0,0,0,0,0,0,2725,0,0,2725,135,93,29,0,2590,875,722,102,132,77,226,315,141,,,,,,,,,
1,22507,gm. Zgorzelec,15,6714,5159,2389,2770,2,26,0,0,0,0,0,0,0,2770,0,0,2770,102,74,28,0,2668,905,583,97,134,83,337,364,165,,,,,,,,,
1,22601,m. Wojcieszów,3,3052,2330,1213,1117,1,10,0,0,0,0,0,0,0,1117,0,0,1117,46,31,15,0,1071,281,355,61,38,46,96,85,109,,,,,,,,,
1,22602,m. Złotoryja,11,13374,10240,4108,6132,3,26,0,0,0,0,0,0,0,6130,0,0,6130,196,150,39,0,5934,1878,1743,240,325,134,705,444,465,,,,,,,,,
1,22603,gm. Pielgrzymka,7,3721,2870,1478,1392,0,8,0,0,0,0,0,0,0,1392,0,0,1392,61,46,14,0,1331,516,346,51,47,109,69,123,70,,,,,,,,,
1,22604,gm. Świerzawa,9,6187,4760,2437,2323,2,15,0,0,0,0,0,0,0,2323,0,0,2323,112,87,25,0,2211,674,670,106,85,129,193,214,140,,,,,,,,,
1,22605,gm. Zagrodno,6,4432,3410,1614,1796,0,8,0,0,0,0,0,0,0,1796,0,0,1796,74,56,17,0,1722,784,319,33,80,142,131,163,70,,,,,,,,,
1,22606,gm. Złotoryja,7,5656,4285,1944,2341,0,1,0,0,0,0,0,0,0,2339,0,0,2339,82,60,14,0,2257,913,525,90,92,99,174,236,128,,,,,,,,,
1,26101,m. Jelenia Góra,46,65949,50886,17646,33240,20,456,18,18,1,0,0,0,17,33249,17,0,33249,632,386,239,0,32617,8824,10353,1202,1320,785,3751,2589,3793,,,,,,,,,
1,26201,m. Legnica,49,78856,60384,20699,39685,11,231,34,30,1,0,0,0,29,39702,29,0,39702,741,496,218,0,38961,13340,10308,1358,1699,757,4463,3690,3346,,,,,,,,,
3,26401,m. Wrocław,306,500890,377848,74406,303459,140,6077,372,354,12,0,0,0,342,303661,342,113,303548,3693,2107,1494,0,299855,86434,94866,14148,17303,3280,18941,24848,37975,,1342.0,,,,718.0,,,
2,26501,m. Wałbrzych,72,91890,70797,29208,41588,16,175,7,6,0,0,0,0,6,41585,6,0,41585,1023,708,299,0,40562,10618,16774,1472,1593,414,3831,3121,2400,339.0,,,,,,,,
5,40101,m. Aleksandrów Kujawski,10,9904,7676,3377,4299,1,42,1,1,1,0,0,0,0,4299,0,0,4299,122,95,27,0,4177,1301,1146,169,154,192,593,356,250,,12.0,,,4.0,,,,
5,40102,m. Ciechocinek,7,10135,6937,708,6229,2,1121,8,8,0,0,0,1,7,6236,7,0,6236,146,108,32,0,6090,2163,1893,168,159,164,725,391,404,,21.0,,,2.0,,,,
5,40103,m. Nieszawa,3,1607,1251,487,764,4,5,1,1,0,0,0,0,1,765,1,0,765,35,24,11,0,730,218,153,20,31,55,84,127,31,,8.0,,,3.0,,,,
5,40104,gm. Aleksandrów Kujawski,9,8959,6860,3402,3458,6,7,0,0,0,0,0,0,0,3457,0,0,3457,139,112,27,0,3318,1334,680,123,114,259,304,319,152,,19.0,,,14.0,,,,
5,40105,gm. Bądkowo,4,3554,2700,1273,1427,1,1,0,0,0,0,0,0,0,1427,0,0,1427,92,69,19,0,1335,483,187,47,50,236,163,112,44,,5.0,,,8.0,,,,
5,40106,gm. Koneck,5,2701,2049,1094,955,0,4,0,0,0,0,0,0,0,955,0,0,955,46,34,12,0,909,494,114,20,26,115,55,67,15,,3.0,,,0.0,,,,
5,40107,gm. Raciążek,5,2572,1954,872,1082,0,5,0,0,0,0,0,0,0,1081,0,0,1081,55,35,16,0,1026,381,210,34,44,49,113,134,54,,4.0,,,3.0,,,,
5,40108,gm. Waganiec,7,3635,2781,1335,1446,0,5,0,0,0,0,0,0,0,1446,0,0,1446,78,58,19,0,1368,639,218,42,35,101,122,142,57,,7.0,,,5.0,,,,
5,40109,gm. Zakrzewo,5,2917,2267,1117,1150,0,4,0,0,0,0,0,0,0,1150,0,0,1150,71,51,16,0,1079,427,143,35,15,192,133,82,41,,6.0,,,5.0,,,,
5,40201,m. Brodnica,16,21558,16502,5925,10577,11,61,0,0,0,0,0,0,0,10573,0,1,10572,245,173,58,0,10327,3489,2564,277,295,750,969,1353,587,,37.0,,,6.0,,,,
5,40202,gm. Bobrowo,7,5053,3890,1945,1945,1,11,1,1,0,0,0,0,1,1946,1,0,1946,101,79,22,0,1845,677,294,48,48,348,155,202,62,,8.0,,,3.0,,,,
5,40203,gm. Brodnica,6,6025,4580,2048,2532,1,12,0,0,0,0,0,0,0,2532,0,0,2532,108,87,21,0,2424,789,408,74,78,342,162,413,153,,4.0,,,1.0,,,,
5,40204,gm. Brzozie,4,2906,2220,985,1235,0,12,0,0,0,0,0,0,0,1235,0,0,1235,70,41,22,0,1165,535,150,30,24,204,55,132,28,,3.0,,,4.0,,,,
5,40205,gm. Górzno,5,3170,2410,1084,1326,0,22,0,0,0,0,0,0,0,1324,0,0,1324,73,55,13,0,1251,485,142,20,34,313,58,154,39,,5.0,,,1.0,,,,
5,40206,gm. Bartniczka,4,3673,2790,1249,1541,0,6,0,0,0,0,0,0,0,1541,0,0,1541,81,65,13,0,1460,595,191,33,32,305,59,199,36,,6.0,,,4.0,,,,
5,40207,gm. Jabłonowo Pomorskie,6,7166,5470,2644,2826,2,16,0,0,0,0,0,0,0,2825,0,0,2825,180,86,61,0,2645,980,492,85,95,425,172,309,70,,13.0,,,4.0,,,,
5,40208,gm. Osiek,3,3215,2450,1319,1131,1,1,0,0,0,0,0,0,0,1131,0,0,1131,70,46,24,0,1061,401,101,23,50,253,66,131,29,,6.0,,,1.0,,,,
5,40209,gm. Świedziebnia,5,4172,3170,1392,1778,0,12,0,0,0,0,0,0,0,1778,0,0,1778,58,51,5,0,1720,629,103,21,28,720,54,146,17,,0.0,,,2.0,,,,
5,40210,gm. Zbiczno,4,3844,2920,1288,1632,0,19,0,0,0,0,0,0,0,1632,0,0,1632,59,37,22,0,1573,467,289,47,37,297,124,238,69,,4.0,,,1.0,,,,
4,40301,gm. Białe Błota,15,14747,10886,2655,8231,2,28,10,10,2,0,0,0,8,8237,8,1,8236,152,103,44,0,8084,2048,2393,351,481,231,768,677,1069,,66.0,,,,,,,
4,40302,gm. Dąbrowa Chełmińska,10,6220,4619,2042,2577,0,10,0,0,0,0,0,0,0,2577,0,0,2577,80,58,21,0,2497,735,577,113,115,328,168,255,181,,25.0,,,,,,,
4,40303,gm. Dobrcz,9,8498,6365,2300,4064,3,12,2,2,0,0,0,0,2,4067,2,0,4067,143,97,46,0,3924,1123,1021,167,197,446,299,364,281,,26.0,,,,,,,
4,40304,gm. Koronowo,23,19307,14817,6863,7954,3,31,0,0,0,0,0,0,0,7953,0,0,7953,272,194,63,0,7681,2269,2183,281,333,513,721,894,440,,47.0,,,,,,,
4,40305,gm. Nowa Wieś Wielka,8,7511,5598,2175,3423,1,21,2,2,0,0,0,0,2,3425,2,0,3425,86,60,26,0,3339,979,891,152,194,130,309,307,334,,43.0,,,,,,,
4,40306,gm. Osielsko,11,9480,7287,1325,5962,1,47,1,1,0,0,0,0,1,5962,1,0,5962,97,64,33,0,5865,1338,2110,178,307,203,397,376,921,,35.0,,,,,,,
4,40307,gm. Sicienko,11,7817,5901,2443,3457,2,18,4,4,0,0,0,0,4,3461,4,0,3461,131,92,29,0,3330,911,992,131,188,261,244,263,298,,42.0,,,,,,,
4,40308,gm. Solec Kujawski,12,12766,9618,3401,6217,11,22,2,2,0,0,0,0,2,6219,2,0,6219,157,113,39,0,6062,1794,1820,260,350,171,541,627,465,,34.0,,,,,,,
5,40401,m. Chełmno,18,15418,12078,4947,7131,5,16,4,4,0,0,0,0,4,7134,4,0,7134,252,160,85,0,6882,1972,2454,245,277,160,726,512,484,,41.0,,,11.0,,,,
5,40402,gm. Chełmno,4,4424,3350,1824,1526,0,11,0,0,0,0,0,0,0,1526,0,0,1526,45,29,16,0,1481,444,414,41,55,147,109,173,83,,10.0,,,5.0,,,,
5,40403,gm. Kijewo Królewskie,5,3506,2660,1236,1424,0,8,2,2,0,0,0,0,2,1426,2,0,1426,58,42,16,0,1368,455,346,48,49,135,99,156,65,,10.0,,,5.0,,,,
5,40404,gm. Lisewo,5,4083,3118,1534,1584,0,10,0,0,0,0,0,0,0,1584,0,1,1583,80,54,21,0,1503,497,316,46,52,187,105,153,129,,13.0,,,5.0,,,,
5,40405,gm. Papowo Biskupie,5,3451,2640,1479,1161,1,3,0,0,0,0,0,0,0,1161,0,0,1161,37,23,12,0,1124,360,237,34,34,200,95,123,36,,2.0,,,3.0,,,,
5,40406,gm. Stolno,6,4052,3110,1609,1501,1,3,0,0,0,0,0,0,0,1501,0,0,1501,68,47,20,0,1433,506,302,59,41,168,127,152,63,,8.0,,,7.0,,,,
5,40407,gm. Unisław,5,5369,4089,1803,2286,0,6,2,2,0,0,0,0,2,2288,2,0,2288,79,64,15,0,2209,764,510,99,102,164,195,217,136,,16.0,,,6.0,,,,
5,40501,m. Golub-Dobrzyń,7,9959,7718,3350,4367,8,16,7,7,0,0,0,0,7,4375,7,0,4375,138,112,26,0,4237,1478,1081,131,135,198,554,413,211,,29.0,,,7.0,,,,
5,40502,gm. Ciechocin,4,3170,2385,1048,1337,0,1,1,1,0,0,0,0,1,1338,1,0,1338,62,41,20,0,1276,588,207,50,46,143,85,108,43,,6.0,,,0.0,,,,
5,40503,gm. Golub-Dobrzyń,5,6949,5240,2634,2606,1,9,0,0,0,0,0,0,0,2606,0,0,2606,114,82,28,0,2492,1002,506,85,73,242,195,276,91,,10.0,,,12.0,,,,
5,40504,gm. Kowalewo Pomorskie,8,9157,6939,3039,3900,1,37,2,2,0,0,0,0,2,3902,2,0,3902,125,92,33,0,3777,1226,710,93,128,788,288,400,121,,17.0,,,6.0,,,,
5,40505,gm. Radomin,4,3315,2510,1195,1315,1,8,0,0,0,0,0,0,0,1315,0,0,1315,41,35,6,0,1274,589,129,30,43,208,99,137,21,,10.0,,,8.0,,,,
5,40506,gm. Zbójno,4,3494,2640,1423,1217,0,4,0,0,0,0,0,0,0,1217,0,0,1217,69,49,19,0,1148,468,149,54,32,140,135,113,20,,8.0,,,29.0,,,,
5,40601,gm. Grudziądz,11,9289,7084,3115,3969,3,9,3,3,0,0,0,0,3,3972,3,0,3972,101,78,22,0,3871,1220,1032,129,211,279,315,339,261,,16.0,,,69.0,,,,
5,40602,gm. Gruta,7,5201,3992,2023,1969,0,5,0,0,0,0,0,0,0,1969,0,0,1969,69,55,14,0,1900,669,390,68,96,225,172,174,81,,14.0,,,11.0,,,,
5,40603,gm. Łasin,9,6445,4973,2620,2353,0,10,3,3,0,0,0,0,3,2355,3,0,2355,97,72,24,0,2258,783,652,72,75,189,187,142,94,,16.0,,,48.0,,,,
5,40604,gm. Radzyń Chełmiński,6,3776,2889,1637,1252,1,3,0,0,0,0,0,0,0,1252,0,0,1252,60,43,16,0,1192,458,208,52,51,119,99,137,46,,16.0,,,6.0,,,,
5,40605,gm. Rogóźno,4,3225,2460,1256,1204,0,4,0,0,0,0,0,0,0,1204,0,0,1204,42,33,9,0,1162,446,186,46,37,151,86,143,42,,1.0,,,24.0,,,,
5,40606,gm. Świecie nad Osą,5,3358,2569,1562,1007,2,7,0,0,0,0,0,0,0,1007,0,0,1007,40,29,8,0,967,379,152,42,39,123,79,108,25,,9.0,,,11.0,,,,
4,40701,m. Inowrocław,52,61235,47325,17093,30231,18,462,7,6,0,0,0,0,6,30234,6,0,30234,790,616,170,0,29444,8531,10126,1144,979,924,3732,2065,1774,,169.0,,,,,,,
4,40702,gm. Dąbrowa Biskupia,7,4067,3128,1761,1367,0,8,0,0,0,0,0,0,0,1367,0,0,1367,61,43,18,0,1306,468,222,32,47,127,246,111,38,,15.0,,,,,,,
4,40703,gm. Gniewkowo,15,11409,8665,4161,4504,5,23,1,1,0,0,0,0,1,4505,1,0,4505,170,130,40,0,4335,1402,1158,159,179,244,434,497,233,,29.0,,,,,,,
4,40704,gm. Inowrocław,11,9312,6974,3118,3856,1,7,2,0,0,0,0,0,0,3856,0,0,3856,149,111,38,0,3707,1328,888,145,139,349,312,319,192,,35.0,,,,,,,
4,40705,gm. Janikowo,10,10887,8305,3706,4599,1,15,0,0,0,0,0,0,0,4599,0,0,4599,182,159,22,0,4417,1534,979,150,178,476,425,395,249,,31.0,,,,,,,
4,40706,gm. Kruszwica,22,15737,11837,5480,6357,4,31,3,3,0,0,0,0,3,6360,3,0,6360,258,217,40,0,6102,2134,1250,181,214,1074,647,377,190,,35.0,,,,,,,
4,40707,gm. Pakość,11,7922,5946,2662,3284,2,7,1,1,0,0,0,0,1,3284,1,0,3284,125,96,27,0,3159,983,884,141,129,283,282,271,169,,17.0,,,,,,,
4,40708,gm. Rojewo,7,3715,2782,1296,1486,0,5,2,2,0,0,0,0,2,1488,2,0,1488,93,78,15,0,1395,559,279,42,36,187,86,133,61,,12.0,,,,,,,
4,40709,gm. Złotniki Kujawskie,10,7367,5507,2634,2873,0,12,0,0,0,0,0,0,0,2873,0,0,2873,146,108,23,0,2727,819,648,95,124,241,321,284,161,,34.0,,,,,,,
5,40801,m. Lipno,10,11457,9097,4148,4949,3,30,4,4,0,0,0,0,4,4953,4,0,4953,173,139,32,0,4780,1699,979,154,143,727,512,351,172,,40.0,,,3.0,,,,
5,40802,gm. Bobrowniki,5,2465,1890,831,1059,1,1,0,0,0,0,0,0,0,1059,0,0,1059,66,47,19,0,993,289,187,39,35,296,56,48,34,,4.0,,,5.0,,,,
5,40803,gm. Chrostkowo,4,2422,1840,1009,831,0,3,0,0,0,0,0,0,0,831,0,0,831,49,45,4,0,782,325,69,13,21,263,31,33,23,,3.0,,,1.0,,,,
5,40804,gm. Dobrzyń nad Wisłą,10,6326,4850,2589,2261,4,12,0,0,0,0,0,0,0,2260,0,0,2260,145,105,39,0,2115,847,285,59,88,391,216,155,52,,15.0,,,7.0,,,,
5,40805,gm. Kikół,6,5708,4341,2052,2289,6,2,0,0,0,0,0,0,0,2288,0,0,2288,135,112,23,0,2153,685,221,38,50,903,87,121,37,,5.0,,,6.0,,,,
5,40806,gm. Lipno,9,9202,7001,3723,3278,2,24,2,2,0,0,0,0,2,3280,2,0,3280,196,144,46,0,3084,1062,396,88,106,897,179,244,81,,23.0,,,8.0,,,,
5,40807,gm. Skępe,8,6034,4622,2343,2279,8,27,0,0,0,0,0,0,0,2279,0,0,2279,99,76,23,0,2180,805,458,67,78,336,201,155,65,,15.0,,,0.0,,,,
5,40808,gm. Tłuchowo,5,3672,2790,1394,1396,0,15,0,0,0,0,0,0,0,1396,0,0,1396,54,37,15,0,1342,554,149,37,49,308,69,115,45,,12.0,,,4.0,,,,
5,40809,gm. Wielgie,11,5261,4001,2101,1900,0,4,0,0,0,0,0,0,0,1900,0,0,1900,99,63,31,0,1801,603,221,49,47,435,243,147,39,,11.0,,,6.0,,,,
4,40901,gm. Dąbrowa,6,3708,2767,1395,1372,0,5,0,0,0,0,0,0,0,1372,0,0,1372,78,59,19,0,1294,390,241,59,47,224,132,139,55,,7.0,,,,,,,
4,40902,gm. Jeziora Wielkie,7,3974,3061,1569,1492,3,11,0,0,0,0,0,0,0,1491,0,0,1491,82,67,15,0,1409,436,164,34,36,380,198,111,45,,5.0,,,,,,,
4,40903,gm. Mogilno,22,19984,15055,6309,8746,3,45,11,10,0,0,0,0,10,8756,10,0,8756,298,234,58,0,8458,2581,2189,309,368,933,854,756,414,,54.0,,,,,,,
4,40904,gm. Strzelno,11,9541,7238,3326,3912,5,22,4,3,0,0,0,0,3,3915,3,0,3915,200,158,42,0,3715,1132,897,104,162,643,324,286,147,,20.0,,,,,,,
4,41001,gm. Kcynia,13,10638,8011,3577,4433,4,13,1,1,0,0,0,0,1,4435,1,0,4435,258,215,43,0,4177,1139,691,116,164,601,1031,266,139,,30.0,,,,,,,
4,41002,gm. Mrocza,11,7140,5374,2608,2766,1,21,0,0,0,0,0,0,0,2766,0,0,2766,108,93,14,0,2658,805,715,93,110,232,288,266,126,,23.0,,,,,,,
4,41003,gm. Nakło nad Notecią,26,25770,20264,8470,11794,9,56,2,2,0,0,0,0,2,11795,2,0,11795,494,356,128,0,11301,3422,3365,441,567,560,1375,883,603,,85.0,,,,,,,
4,41004,gm. Sadki,10,5699,4249,2116,2133,1,11,0,0,0,0,0,0,0,2133,0,0,2133,126,92,28,0,2007,647,443,88,64,238,294,136,89,,8.0,,,,,,,
4,41005,gm. Szubin,22,18741,14083,5504,8579,3,40,6,6,0,0,0,0,6,8585,6,0,8585,341,254,83,0,8244,2323,2225,283,461,1052,730,565,548,,57.0,,,,,,,
5,41101,m. Radziejów,6,4809,3720,1506,2214,1,11,2,2,0,0,0,0,2,2216,2,0,2216,83,57,21,0,2133,759,516,79,66,66,324,195,114,,9.0,,,5.0,,,,
5,41102,gm. Bytoń,5,3055,2279,1176,1103,2,10,0,0,0,0,0,0,0,1103,0,0,1103,71,50,21,0,1032,492,117,28,33,123,109,93,29,,5.0,,,3.0,,,,
5,41103,gm. Dobre,6,4497,3440,1817,1623,4,2,2,2,0,0,0,0,2,1625,2,0,1625,57,38,18,0,1568,677,229,47,53,206,166,131,50,,6.0,,,3.0,,,,
5,41104,gm. Osięciny,8,6479,4950,2472,2478,8,11,0,0,0,0,0,0,0,2477,0,0,2477,109,68,41,0,2368,1038,352,96,62,224,285,206,86,,16.0,,,3.0,,,,
5,41105,gm. Piotrków Kujawski,12,7667,5864,3030,2834,1,7,1,1,0,0,0,0,1,2833,1,0,2833,138,103,30,0,2695,1246,430,102,76,201,304,217,99,,16.0,,,4.0,,,,
5,41106,gm. Radziejów,7,3632,2810,1480,1330,1,5,0,0,0,0,0,0,0,1330,0,0,1330,47,36,10,0,1283,522,198,32,51,203,129,100,41,,4.0,,,3.0,,,,
5,41107,gm. Topólka,7,4085,3046,1531,1515,0,10,0,0,0,0,0,0,0,1515,0,0,1515,83,51,31,0,1432,567,251,33,27,177,179,146,43,,3.0,,,6.0,,,,
5,41201,m. Rypin,16,13113,10090,4259,5831,14,30,1,1,0,0,0,0,1,5831,1,0,5831,181,147,32,0,5650,2164,1500,190,192,370,532,343,330,,22.0,,,7.0,,,,
5,41202,gm. Brzuze,5,4288,3262,1764,1498,0,2,0,0,0,0,0,0,0,1498,0,0,1498,62,53,9,0,1436,500,229,45,47,228,143,163,74,,4.0,,,3.0,,,,
5,41203,gm. Rogowo,6,3867,2960,1686,1274,2,3,0,0,0,0,0,0,0,1273,0,0,1273,71,46,16,0,1202,586,186,26,32,190,68,92,18,,3.0,,,1.0,,,,
5,41204,gm. Rypin,6,5928,4488,2544,1944,0,9,0,0,0,0,0,0,0,1944,0,0,1944,72,55,17,0,1872,712,343,44,62,331,94,218,58,,7.0,,,3.0,,,,
5,41205,gm. Skrwilno,6,4847,3690,1857,1833,7,16,0,0,0,0,0,0,0,1832,0,0,1832,67,58,8,0,1765,902,216,40,46,270,119,122,40,,9.0,,,1.0,,,,
5,41206,gm. Wąpielsk,6,3299,2469,1440,1029,0,3,0,0,0,0,0,0,0,1029,0,0,1029,42,30,12,0,987,421,169,23,23,167,61,91,28,,4.0,,,0.0,,,,
4,41301,gm. Kamień Krajeński,8,5453,4153,1984,2169,1,15,0,0,0,0,0,0,0,2169,0,0,2169,125,93,32,0,2044,616,607,98,74,240,140,175,83,,11.0,,,,,,,
4,41302,gm. Sępólno Krajeńskie,15,12550,9431,4078,5353,4,33,1,1,0,0,0,0,1,5354,1,0,5354,168,124,40,0,5186,1504,1603,166,157,482,541,387,279,,67.0,,,,,,,
4,41303,gm. Sośno,5,4000,3020,1654,1366,0,9,1,1,0,0,0,0,1,1367,1,0,1367,72,59,12,0,1295,432,284,46,38,206,128,111,43,,7.0,,,,,,,
4,41304,gm. Więcbork,14,10389,7935,3762,4173,5,26,2,2,0,0,0,0,2,4175,2,1,4174,123,97,22,0,4051,1427,1147,131,108,424,292,291,206,,25.0,,,,,,,
4,41401,gm. Bukowiec,6,3994,2997,1457,1540,0,8,0,0,0,0,0,0,0,1540,0,0,1540,94,68,17,0,1446,549,255,53,58,229,108,139,50,,5.0,,,,,,,
4,41402,gm. Dragacz,8,5688,4250,2138,2111,5,8,1,1,0,0,0,0,1,2113,1,1,2112,67,55,11,0,2045,605,525,105,77,159,196,221,133,,24.0,,,,,,,
4,41403,gm. Drzycim,7,3984,2981,1374,1607,3,8,1,1,0,0,0,0,1,1607,1,0,1607,73,60,9,0,1534,548,312,54,87,202,95,155,60,,21.0,,,,,,,
4,41404,gm. Jeżewo,6,6248,4677,2171,2506,2,10,1,0,0,0,0,0,0,2506,0,0,2506,108,78,26,0,2398,899,549,74,128,171,173,247,137,,20.0,,,,,,,
4,41405,gm. Lniano,5,3311,2456,991,1465,3,13,0,0,0,0,0,0,0,1465,0,0,1465,54,42,12,0,1411,465,308,42,66,260,61,152,46,,11.0,,,,,,,
4,41406,gm. Nowe,10,8349,6290,3333,2957,2,19,2,2,1,0,1,0,1,2958,1,0,2958,100,78,21,0,2858,790,928,118,193,244,180,219,167,,19.0,,,,,,,
4,41407,gm. Osie,5,4319,3232,1424,1808,0,28,0,0,0,0,0,0,0,1808,0,0,1808,82,52,9,0,1726,497,470,62,154,212,122,120,77,,12.0,,,,,,,
4,41408,gm. Pruszcz,10,7500,5800,2361,3439,8,15,0,0,0,0,0,0,0,3439,0,2,3437,147,113,34,0,3290,924,822,84,140,697,205,230,162,,26.0,,,,,,,
